id,url,title,price,price_m2_text,price_m2,rooms,square_m2,floor,floor_total,district,city,street,house_num,latitude,longitude,complex_id,complex_alias,complex_name,furniture,rent_renovation,priv_dorm,bathrooms_count,kitchen_studio,suited_for,full_description,photo_urls,photo_count,photo_set_hash,seller_type,owner_name,is_identity_confirmed,published_date,created_at,added_at,storage,scraped_at,is_installment_segment,finish_type,red_flags,premium_markers,extra_attributes,requires_manual_review,llm_skipped_error
1014427022,https://krisha.kz/a/show/1014427022,1-комнатная квартира · 35 м² · 7/15 этаж,200000,за месяц,5714,1,35,7,15,Esilyskiy_r-n,Astana,Aly-Farabi,,51.087045031476,71.450651351622,8478800,nova-city,Nova City,полностью,"свежий ремонт, новая мебель",,,,,,[],0,,,Хозяин,False,2026-07-31,2026-07-31,2026-07-31,live,2026-08-06T07:59:04+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]","{""мебель"": ""полностью""}",False,
1011474159,https://krisha.kz/a/show/1011474159,1-комнатная квартира · 37 м² · 2/9 этаж,240000,за месяц,6486,1,37,2,9,Esilyskiy_r-n,Astana,Turan,,51.141138,71.409409,,,,частично,"не новый, но аккуратный и чистый ремонт",нет,,,,"В районе ""Mega silk way"" ""Nazarbaev университет"", "" LRT метро.

Дом ориентировочно находится возле Туран",[],0,,,Хозяин,False,2026-07-31,2026-04-19,2026-07-31,live,2026-08-11T07:10:08+00:00,False,чистовая,[],[],"{""metro"": ""LRT метро"", ""view"": ""район Mega silk way, Nazarbaev университет, Туран""}",False,
1013951062,https://krisha.kz/a/show/1013951062,1-комнатная квартира · 40 м² · 5/12 этаж,250000,за месяц,6250,1,40,5,12,Esilyskiy_r-n,Astana,Turan,,51.124515888013,71.401144986551,10780709,grandturan,Grand Turan Comfort,полностью,"не новый, но аккуратный и чистый ремонт",,,,,"Сдам Евродвушку Жк Гранд туран за 250тыс+ком. услуги+100тыс депозит. Рядом Есть. Хан-шатыр, Детский реабилитационый центр Услуги риелтора 20%",[],0,,,Тулеуова Алия,False,2026-07-31,2026-07-14,2026-07-31,live,2026-08-06T08:08:28+00:00,False,чистовая,[],"[""евроремонт""]","{""metro"": ""Хан-шатыр"", ""pets"": ""не указано"", ""parking"": ""не указано"", ""view"": ""не указано"", ""balcony"": ""не указано"", ""security"": ""не указано""}",False,
1012983718,https://krisha.kz/a/show/1012983718,1-комнатная квартира · 40 м² · 9/12 этаж,200000,за месяц,5000,1,40,9,12,Sarayshyk_r-n,Astana,Ahmet_Baytursynuly,,51.115549,71.534445,,,,полностью,"свежий ремонт, новая мебель",нет,,,,,[],0,,,Хозяин,False,2026-08-07,2026-06-10,2026-08-07,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]","{""мебель"": ""полностью""}",False,
1014636718,https://krisha.kz/a/show/1014636718,1-комнатная квартира · 38 м² · 3/5 этаж,200000,за месяц,5263,1,38,3,5,Esilyskiy_r-n,Astana,Ұly_dala,,51.091952160031,71.491909269136,16199299,safuan,Safuan,полностью,"свежий ремонт, новая мебель",нет,,,,"Дом новый вся техника новая мебель новая никто в доме не проживал жк новый

Дом ориентировочно находится возле Е669-27",[],0,,,Хозяин,False,2026-08-07,2026-08-07,2026-08-07,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""новая мебель"", ""свежий ремонт""]","{""metro"": ""Е669-27""}",False,
1014636851,https://krisha.kz/a/show/1014636851,1-комнатная квартира · 40 м² · 7/12 этаж,170000,за месяц,4250,1,40,7,12,Sarayshyk_r-n,Astana,Koshkarbaeva,,51.126149,71.491173,,,,полностью,,,,,,"ЖК Турсын Астана-1 
 
💵Цена: 170.000 + ком услуги 
💵Депозит: 30тыс

Дом ориентировочно находится возле Жумабаева",[],0,,,"Шалтаева Жанар, компания «+ Империал»",False,2026-08-07,2026-08-07,2026-08-07,live,2026-08-09T06:42:53+00:00,False,,[],[],"{""мебель"": ""полностью""}",False,
1014603232,https://krisha.kz/a/show/1014603232,1-комнатная квартира · 42 м² · 6/12 этаж,300000,за месяц,4286,1,42,6,12,Esilyskiy_r-n,Astana,Akmeshit,,51.115696,71.422973,,,,полностью,,,,,,"ЖК Грация элит 
 
—В пешей доступности ТРЦ Абу-Даби плаза, Ботанический сад 
Рассматривают семейную пару, можно с ребенком, либо 2-3 взрослых девушек, либо 1 парня, без вредных привычек. 
Заезд 11 августа, смотреть и бронировать можно заранее 
💵Цена: 180.000 + ком услуги 
💵Депозит: 50тыс

Дом ориентировочно находится возле Алматы",[],0,,,"Тагаева Гульнар, компания «+ Империал»",False,2026-08-07,2026-08-06,2026-08-07,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""мебель: полностью""]","{""metro"": ""пешей доступности ТРЦ Абу-Даби плаза"", ""pets"": ""можно с ребенком"", ""security"": ""не указано""}",False,
1013764265,https://krisha.kz/a/show/1013764265,1-комнатная квартира · 38 м² · 8/9 этаж,200000,за месяц,5263,1,38,8,9,Nura_r-n,Astana,Tole_bi,,51.098572,71.38696,14207449,dastur,Dastur,полностью,"свежий ремонт, новая мебель",нет,,,,"1 комн квартира сдаётся на долгий срок порядочным людям, 200000 + комуслуга, депозит, рядом пересечений улиц Улы Дала - Толе би, вся инфраструктура рядом",[],0,,,Хозяин,False,2026-08-04,2026-07-08,2026-08-04,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]","{""metro"": ""рядом пересечений улиц Улы Дала - Толе би"", ""pets"": ""не указано"", ""parking"": ""не указано"", ""view"": ""не указано"", ""balcony"": ""не указано"", ""security"": ""не указано""}",False,
1014673401,https://krisha.kz/a/show/1014673401,1-комнатная квартира · 43 м² · 4/10 этаж,240000,за месяц,5581,1,43,4,10,Nura_r-n,Astana,E13,,51.140807266742,71.359607861722,16845756,altynsaulet,Алтын Саулет,,"свежий ремонт, новая мебель",нет,,,,"Сдам 1 квартиру после ремонта все необходимое есть, 240000+ком услуги +депозит 50тыс",[],0,,,Хозяин,False,2026-08-09,2026-08-09,2026-08-09,live,2026-08-11T07:18:05+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]",{},False,
1014583524,https://krisha.kz/a/show/1014583524,1-комнатная квартира · 46 м² · 22/22 этаж,160000,за месяц,3478,1,46,22,22,r-n_Baykonur,Astana,Imanova,,51.16459323487,71.439426820507,8477382,moskva,Москва,полностью,"не новый, но аккуратный и чистый ремонт",,,,,"Сдаётся уютная квартира в ЖК «Москва»! 
​💰 Стоимость: 150 000 ₸ / месяц + коммунальные услуги 
Депозит 80 000 
​Преимущества: 
​Отличный район: Развитая инфраструктура, всё необходимое в шаговой доступности — магазины, аптеки, кафе, супермаркеты. 
​Удобная транспортная развязка: Рядом остановки общественного транспорта, легко добраться в любую часть города. 
​Комфорт: Светлая, чистая квартира, полностью готова к заселению.","[""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2d/2d923e93-d09a-4d1b-b3d3-180012e86a9f/7-full.jpg""]",7,3e2c642dfa9bf6d9392add83b8cbc2e16bf03313281e460aabae26496d484590,,Хозяин,False,2026-08-06,2026-08-06,2026-08-06,live,2026-08-06T05:52:09+00:00,False,чистовая,[],[],"{""pets"": ""не указано"", ""parking"": ""не указано"", ""view"": ""не указано"", ""metro"": ""рядом остановки общественного транспорта"", ""balcony"": ""не указано"", ""security"": ""не указано""}",False,
1014583679,https://krisha.kz/a/show/1014583679,1-комнатная квартира · 37 м² · 13/14 этаж,280000,за месяц,6757,1,37,13,14,Esilyskiy_r-n,Astana,Turkestan,,51.103492569079,71.424264789176,8477016,,Park Avenue,полностью,"свежий ремонт, новая мебель",,,,,"Сдается квартира в ЖК Park Avenue, напротив Ботанического сада, рядом с прогулочной аллеей. 
 
Квартиру обустраивала для собственного проживания, поэтому вся мебель и техника качественные и в отличном состоянии. 
✔️ Кровать с подъемным механизмом и ортопедическим матрасом 
✔️ Вместительные шкафы в спальне и на балконе 
✔️ Индукционная варочная поверхность 
✔️ Духовой шкаф, микроволновка Samsung 
✔️ Холодильник LG 
✔️ Стиральная машина Samsung 
 
Возвратный депозит предусмотрен.

Дом ориентировочно находится возле Напротив ботсада, аллея Ұлытау","[""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/10-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/11-full.jpg"", ""https://krisha-photos.kcdn.online/webp/7c/7c696fcf-e9a2-421a-b179-565017c84eb9/12-full.jpg""]",12,acca9ba4445855688d53c6db3955d06d49a2bd54295fc5ac1f3224194858ddd7,,Хозяин,False,2026-08-06,2026-08-06,2026-08-06,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель"", ""ортопедический матрас"", ""индукционная варочная поверхность"", ""духовой шкаф Samsung"", ""микроволновка Samsung"", ""холодильник LG"", ""стиральная машина Samsung""]","{""metro"": ""рядом с прогулочной аллеей"", ""view"": ""напротив Ботанического сада"", ""pets"": ""не указано"", ""parking"": ""не указано"", ""balcony"": ""есть"", ""security"": ""не указано""}",False,
1014580583,https://krisha.kz/a/show/1014580583,1-комнатная квартира · 40 м² · 12/13 этаж,200000,за месяц,5000,1,40,12,13,Saryarka_r-n,Astana,Shaymerden_Kosshygululy,,51.168315802318,71.395493308111,21226865,,,полностью,"свежий ремонт, новая мебель",,,,,"🏡 Сдается новая 1-комнатная квартира в ЖК «Акерке 2» (г. Астана) на долгосрочную аренду! 
Предлагается уютная, светлая квартира с новым современным ремонтом. 
В квартире еще никто не проживал-вы будете первыми жильцами! 
✔️ Новая квартира 
✔️ Свежий качественный ремонт 
✔️ Никто ранее не жил 
✔️ Долгосрочная аренда 
✔️ Предусмотрен депозит 
Ищем порядочных, чистоплотных и ответственных арендаторов, которые будут бережно относиться к квартире. 
 
📩 По всем вопросам, стоимости аренды, условиям и для получения дополнительных вопросов пишите или звоните на этот номер","[""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/6-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/7-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/8-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/9-full.jpg"", ""https://krisha-photos.kcdn.online/webp/96/9620dd16-072b-46f2-b270-8c864bb950e1/10-full.jpg""]",10,8b01543013c09cec58eec4696eaf485871650db2ad4a117e512a1396d222292c,,Хозяин,False,2026-08-06,2026-08-06,2026-08-06,live,2026-08-06T05:52:28+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]","{""pets"": ""не указано"", ""parking"": ""не указано"", ""view"": ""не указано"", ""metro"": ""не указано"", ""balcony"": ""не указано"", ""security"": ""не указано""}",False,
1006345161,https://krisha.kz/a/show/1006345161,1-комнатная квартира · 50 м²,230000,за месяц,4600,1,50,13,,Saryarka_r-n,Astana,Bogenbay_batyra,,51.174101151024,71.403531510732,8477666,batyr,Батыр,полностью,"свежий ремонт, новая мебель",,,,,+ ком услуга +50000тг депозит,"[""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/1-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/2-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/3-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/4-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/5-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2b/2b2cf929-fba7-4655-9ed2-5394ce009a6d/6-full.jpg""]",6,f15354561f0355f52d95be983ec79cb2e593252e78befe34e9e1681fd531b164,,Хозяин,False,2026-08-05,2025-10-17,2026-08-05,live,2026-08-09T06:42:53+00:00,False,чистовая,[],"[""свежий ремонт"", ""новая мебель""]","{""депозит"": ""50000тг""}",False,
1014352081,https://krisha.kz/a/show/1014352081,1-комнатная квартира · 38 м² · 8/14 этаж,300000,за месяц,7895,1,38,8,14,Esilyskiy_r-n,Astana,Mәңgіlіk_El,,51.114299936635,71.432702846224,8477782,ajsanam,Айсанам,полностью,"свежий ремонт, новая мебель",,,,,"Уютная 1 комнатная квартира 
Ранее не сдавалась 
Новый свежий ремонт 
Есть все для комфортного проживания 
Имеется депозит 
Есть видео 
Звоните, пишите","[""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/23-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/24-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/25-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/26-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/27-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/28-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/29-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/30-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/31-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/32-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/33-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/34-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/35-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/36-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/37-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/38-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/39-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/40-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/41-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/42-full.jpg"", ""https://krisha-photos.kcdn.online/webp/2c/2ca9e219-beea-4150-8249-4f0aa420ff1c/43-full.jpg""]",21,d135f7fa9af99fa8f4ac14a453241f12dee75366cd500b1c56ec28b21a11a37c,,Сагындыков Данияр,False,2026-08-05,2026-07-29,2026-08-05,live,2026-08-11T07:10:08+00:00,False,чистовая,[],"[""новый свежий ремонт"", ""новая мебель""]","{""мебель"": ""полностью""}",False,
